scenario,family,capture_type,source_file,binary_label,duration,id.orig_p,id.resp_p,orig_bytes,resp_bytes,orig_pkts,resp_pkts,orig_ip_bytes,resp_ip_bytes,missed_bytes,proto,service,conn_state,history,orig_is_private,resp_is_private,resp_is_public,total_bytes,byte_ratio,total_pkts,pkt_ratio,bytes_per_second
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Benign,0.255982,44080,22,0.0,0.0,1,1,60,40,0,tcp,,REJ,Sr,1.0,0.0,1.0,0.0,0.0,2,0.5,0.0
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Malicious,3.154447,44488,50,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,52411,,,1,0,40,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-Honeypot-Capture-5-1,Amazon-Echo,benign,CTU-Honeypot-Capture-5-1.conn.log.labeled,Benign,,5353,5353,,,1,0,103,0,0,udp,dns,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,,47887,8080,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,0.005737,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,16730.568142209828
CTU-Honeypot-Capture-5-1,Amazon-Echo,benign,CTU-Honeypot-Capture-5-1.conn.log.labeled,Benign,7.013786,5353,5353,1087.0,0.0,6,0,1255,0,0,udp,dns,S0,D,1.0,0.0,1.0,1087.0,1087.0,6,6.0,154.98046918162757
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Malicious,,46620,50,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Benign,0.001731,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,55427.25173210162
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Benign,3e-06,123,123,96.0,0.0,2,0,152,0,0,udp,,S0,D,1.0,0.0,1.0,96.0,96.0,2,2.0,24000000.0
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,,56732,23,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Malicious,3.157952,50492,6667,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,,36976,22,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Benign,0.348409,47556,22,0.0,0.0,1,1,60,40,0,tcp,,REJ,Sr,1.0,0.0,1.0,0.0,0.0,2,0.5,0.0
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Benign,0.001993,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,48144.4332998997
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Benign,0.322843,47546,22,0.0,0.0,1,1,60,40,0,tcp,,REJ,Sr,1.0,0.0,1.0,0.0,0.0,2,0.5,0.0
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Benign,0.001743,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,55045.87155963303
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Benign,0.013469,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,7126.94877505568
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,0.087952,57563,53,45.0,45.0,1,1,73,73,0,udp,dns,SF,Dd,1.0,1.0,0.0,90.0,0.9782608695652174,2,0.5,1023.2737939581367
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,,123,123,,,1,0,76,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,2.999625,46886,22,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,58944,,,1,0,40,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,,123,123,,,1,0,76,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,1126,,,1,0,40,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,0.005236,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,18331.105594806184
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,0.178151,46756,53,45.0,45.0,1,1,73,73,0,udp,dns,SF,Dd,1.0,1.0,0.0,90.0,0.9782608695652174,2,0.5,505.1865822443756
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Benign,0.038716,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,2479.530955394271
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,2.998843,42390,19283,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,,35379,22,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-Honeypot-Capture-5-1,Amazon-Echo,benign,CTU-Honeypot-Capture-5-1.conn.log.labeled,Benign,0.010418,37633,53,47.0,111.0,1,1,75,139,0,udp,dns,SF,Dd,1.0,1.0,0.0,158.0,0.41964285714285715,2,0.5,15164.603128899127
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,,123,123,,,1,0,76,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Malicious,32.840457,53496,6667,62.0,260.0,9,8,550,684,0,tcp,irc,S3,ShAdDaf,1.0,0.0,1.0,322.0,0.23754789272030652,17,1.0,9.804978968320114
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Benign,0.245765,53654,22,0.0,0.0,1,1,60,40,0,tcp,,REJ,Sr,1.0,0.0,1.0,0.0,0.0,2,0.5,0.0
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Malicious,,65279,80,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,44404,,,1,0,40,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-Honeypot-Capture-5-1,Amazon-Echo,benign,CTU-Honeypot-Capture-5-1.conn.log.labeled,Benign,,60226,80,,,1,0,40,0,0,tcp,,SH,F,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Benign,0.005249,123,123,96.0,96.0,2,2,152,152,0,udp,,SF,Dd,1.0,0.0,1.0,192.0,0.9896907216494846,4,0.6666666666666666,36571.42857142857
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,,51445,22,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Benign,0.37733,51134,22,0.0,0.0,1,1,60,40,0,tcp,,REJ,Sr,1.0,0.0,1.0,0.0,0.0,2,0.5,0.0
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,,53659,8080,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Benign,0.38658,52247,22,0.0,0.0,1,1,60,40,0,tcp,,REJ,Sr,1.0,0.0,1.0,0.0,0.0,2,0.5,0.0
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Benign,0.38243,40661,22,0.0,0.0,1,1,60,40,0,tcp,,REJ,Sr,1.0,0.0,1.0,0.0,0.0,2,0.5,0.0
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,2.998824,36181,23,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,,39333,22,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Benign,0.00198,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,48460.37354871277
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Benign,0.007481,123,123,96.0,96.0,2,2,152,152,0,udp,,SF,Dd,1.0,0.0,1.0,192.0,0.9896907216494846,4,0.6666666666666666,25661.58781074579
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Benign,,62336,992,,,0,0,0,0,0,tcp,,OTH,^c,0.0,1.0,0.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Malicious,3.108722,45304,50,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Malicious,3.090759,55524,6667,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Benign,,123,123,,,1,0,76,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Malicious,,65279,80,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,,54724,22,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,,53225,23,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Benign,,123,123,,,1,0,76,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Benign,0.004742,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,20240.354206198608
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Malicious,,46336,50,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-Honeypot-Capture-5-1,Amazon-Echo,benign,CTU-Honeypot-Capture-5-1.conn.log.labeled,Benign,0.241876,40645,80,0.0,0.0,4,2,216,112,0,tcp,,SF,ShAFf,1.0,0.0,1.0,0.0,0.0,6,1.3333333333333333,0.0
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Benign,,62336,563,,,0,0,0,0,0,tcp,,OTH,^c,0.0,1.0,0.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Malicious,,34257,62336,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,0.002745,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,34959.941733430445
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Malicious,3.106743,43908,50,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,,123,123,,,1,0,76,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,,39642,23,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-Honeypot-Capture-5-1,Amazon-Echo,benign,CTU-Honeypot-Capture-5-1.conn.log.labeled,Benign,0.01082,14337,53,43.0,111.0,1,1,71,139,0,udp,dns,SF,Dd,1.0,1.0,0.0,154.0,0.38392857142857145,2,0.5,14231.58672950744
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Malicious,3.128215,45280,50,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,2.99974,56768,22,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Benign,0.047978,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,2000.8753829800537
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Malicious,,65279,80,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Malicious,,43728,50,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,,41338,22,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,27758,,,1,0,40,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Benign,0.061762,33466,22,0.0,0.0,1,1,60,40,0,tcp,,REJ,Sr,1.0,0.0,1.0,0.0,0.0,2,0.5,0.0
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,54550,,,1,0,40,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,,44790,59353,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Malicious,,47324,50,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,2.999063,56260,23,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Benign,,62336,3389,,,0,0,0,0,0,tcp,,OTH,^c,0.0,1.0,0.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,17.521003,53328,23,26.0,57.0,9,11,406,501,0,tcp,,RSTR,ShAdDaFr,1.0,0.0,1.0,83.0,0.4482758620689655,20,0.75,4.7371714543299
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,12402,,,1,0,40,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,0.003482,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,27562.44616709733
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Benign,,11,0,,,1,0,56,0,0,icmp,,OTH,,0.0,1.0,0.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Malicious,,41701,62336,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Malicious,3.099487,37052,50,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Benign,0.001732,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,55395.26832083093
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Benign,0.001497,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,64085.447263017355
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,,54322,53,,,1,0,67,0,0,udp,dns,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Malicious,,10933,62336,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Benign,0.803655,53283,22,0.0,0.0,1,1,60,40,0,tcp,,REJ,Sr,1.0,0.0,1.0,0.0,0.0,2,0.5,0.0
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,2.997312,57644,22,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Benign,0.342442,47982,22,0.0,0.0,1,1,60,40,0,tcp,,REJ,Sr,1.0,0.0,1.0,0.0,0.0,2,0.5,0.0
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,0.026481,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,3625.1038441205346
CTU-Honeypot-Capture-5-1,Amazon-Echo,benign,CTU-Honeypot-Capture-5-1.conn.log.labeled,Benign,0.015275,8,0,560.0,560.0,10,10,840,840,0,icmp,,OTH,,1.0,1.0,0.0,1120.0,0.9982174688057041,20,0.9090909090909091,73317.62241424457
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Benign,0.009238,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,10390.734928022515
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,,33367,2323,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,0.002746,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,34947.215143793226
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,,54513,22,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,2.999037,60604,23,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Malicious,3.092991,36356,50,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,,55390,23,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
