scenario,family,capture_type,source_file,binary_label,duration,id.orig_p,id.resp_p,orig_bytes,resp_bytes,orig_pkts,resp_pkts,orig_ip_bytes,resp_ip_bytes,missed_bytes,proto,service,conn_state,history,orig_is_private,resp_is_private,resp_is_public,total_bytes,byte_ratio,total_pkts,pkt_ratio,bytes_per_second
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,4834,,,1,0,40,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,36575,,,1,0,40,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,0.002746,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,34947.215143793226
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,,123,123,,,1,0,76,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Benign,21.43267,54221,22,32.0,0.0,9,2,572,84,0,tcp,,RSTR,ShADFr,1.0,0.0,1.0,32.0,32.0,11,3.0,1.4930476934022827
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Benign,,123,123,,,1,0,76,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,,51961,8080,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,6819,,,1,0,40,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Malicious,,65279,80,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Malicious,,53107,62336,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,21853,,,1,0,40,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Malicious,,65279,80,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Benign,,62336,443,,,0,0,0,0,0,tcp,,OTH,^c,0.0,1.0,0.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,0.077455,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,1239.4133443503408
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,,59690,22,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,,41799,22,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,,46068,22,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,5.005401,60646,53,78.0,0.0,2,0,134,0,0,udp,dns,S0,D,1.0,1.0,0.0,78.0,78.0,2,2.0,15.583163949668778
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,0.002748,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,34921.789741724264
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,2.998539,56768,23,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Benign,,62336,2811,,,0,0,0,0,0,tcp,,OTH,^c,0.0,1.0,0.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Malicious,3.11348,45508,50,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Benign,0.00173,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,55459.27209705373
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,1.866907,33093,22,589.0,1801.0,13,14,1273,2537,0,tcp,ssh,SF,ShAdDaFf,1.0,0.0,1.0,2390.0,0.32685904550499445,27,0.8666666666666667,1280.1916323675296
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Benign,0.008739,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,10983.981693363845
CTU-Honeypot-Capture-5-1,Amazon-Echo,benign,CTU-Honeypot-Capture-5-1.conn.log.labeled,Benign,0.014787,8,0,560.0,560.0,10,10,840,840,0,icmp,,OTH,,1.0,1.0,0.0,1120.0,0.9982174688057041,20,0.9090909090909091,75737.0841222613
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Benign,,11,0,,,1,0,56,0,0,icmp,,OTH,,0.0,1.0,0.0,0.0,,1,1.0,
CTU-Honeypot-Capture-5-1,Amazon-Echo,benign,CTU-Honeypot-Capture-5-1.conn.log.labeled,Benign,,5353,5353,,,1,0,137,0,0,udp,dns,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,2.990348,44742,22,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,2.990909,51627,22,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Malicious,,16522,62336,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Benign,0.004997,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,19207.68307322929
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,40355,,,1,0,40,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Malicious,,53291,62336,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,,42420,8080,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,,45985,8080,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Malicious,,65279,80,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Malicious,3.088742,34548,50,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,,45350,2323,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Malicious,,65279,80,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Malicious,1.076886,51986,6667,75.0,243.0,7,6,447,563,0,tcp,irc,S3,ShAdDaf,1.0,0.0,1.0,318.0,0.3073770491803279,13,1.0,295.2956066885384
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,2.999337,39288,2323,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,19183,,,1,0,40,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,38637,,,1,0,40,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Malicious,,1570,62336,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,,123,123,,,1,0,76,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Benign,0.001743,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,55045.87155963303
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,,123,123,,,1,0,76,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Malicious,,36892,50,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,0.000499,57925,53,45.0,45.0,1,1,73,73,0,udp,dns,SF,Dd,1.0,1.0,0.0,90.0,0.9782608695652174,2,0.5,180000.0
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,0.000499,42227,53,45.0,45.0,1,1,73,73,0,udp,dns,SF,Dd,1.0,1.0,0.0,90.0,0.9782608695652174,2,0.5,180000.0
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,,43104,8080,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,,44249,22,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,,34983,9527,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Malicious,,65279,80,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Benign,,62336,5222,,,0,0,0,0,0,tcp,,OTH,^c,0.0,1.0,0.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Benign,0.001744,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,55014.32664756447
CTU-IoT-Malware-Capture-20-1,Torii,malicious,CTU-IoT-Malware-Capture-20-1.conn.log.labeled,Benign,0.076215,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,1259.5780413561456
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,,35239,22,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Benign,0.002479,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,38709.67741935484
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Benign,3e-06,123,123,96.0,0.0,2,0,152,0,0,udp,,S0,D,1.0,0.0,1.0,96.0,96.0,2,2.0,24000000.0
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,51831,,,1,0,40,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Benign,1.477656,41040,80,149.0,128252.0,94,96,5525,139044,2896,tcp,http,SF,ShADadttcfF,1.0,0.0,1.0,128401.0,0.001161766196502226,190,0.9690721649484536,86894.9966061136
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,2.993889,34813,22,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Benign,0.001732,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,55395.26832083093
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,2636,,,1,0,40,0,0,udp,,S0,D,1.0,1.0,0.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Malicious,,43588,62336,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Malicious,,7721,62336,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,20538,,,1,0,40,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Malicious,,33342,62336,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,2.998795,33030,8080,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,2.993779,51010,22,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,2.998793,47206,23,0.0,0.0,3,0,180,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,0.0,3,3.0,0.0
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Malicious,,20057,62336,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Benign,0.184233,60440,22,0.0,0.0,1,1,60,40,0,tcp,,REJ,Sr,1.0,0.0,1.0,0.0,0.0,2,0.5,0.0
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,,45758,8080,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Benign,0.048461,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,1980.9335149189055
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,59623,,,1,0,40,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Benign,,43763,52227,,,1,0,40,0,0,udp,,S0,D,1.0,1.0,0.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Benign,0.001985,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,48338.36858006042
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Benign,5.003386,34033,53,78.0,0.0,2,0,134,0,0,udp,dns,S0,D,1.0,1.0,0.0,78.0,78.0,2,2.0,15.589439713538049
CTU-Honeypot-Capture-4-1,Philips-HUE,benign,CTU-Honeypot-Capture-4-1.conn.log.labeled,Benign,0.009247,36088,53,37.0,442.0,1,1,65,470,0,udp,dns,SF,Dd,1.0,1.0,0.0,479.0,0.0835214446952596,2,0.5,51794.98269896194
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Malicious,,34920,50,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Benign,,62336,1080,,,0,0,0,0,0,tcp,,OTH,^c,0.0,1.0,0.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Malicious,,35188,50,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Malicious,,27567,62336,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Malicious,,37472,50,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,,57872,22,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-Honeypot-Capture-5-1,Amazon-Echo,benign,CTU-Honeypot-Capture-5-1.conn.log.labeled,Benign,7.008969,5353,5353,804.0,0.0,4,0,916,0,0,udp,dns,S0,D,1.0,0.0,1.0,804.0,804.0,4,4.0,114.71014999350832
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,,36303,8080,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Benign,,62336,6668,,,0,0,0,0,0,tcp,,OTH,^c,0.0,1.0,0.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Benign,,3,1,,,1,0,56,0,0,icmp,,OTH,,0.0,1.0,0.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Benign,,123,123,,,1,0,76,0,0,udp,,S0,D,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Malicious,,38789,62336,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-1-1,Hide-and-Seek,malicious,CTU-IoT-Malware-Capture-1-1.conn.log.labeled,Malicious,,49867,8080,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Benign,0.001497,123,123,48.0,48.0,1,1,76,76,0,udp,,SF,Dd,1.0,0.0,1.0,96.0,0.9795918367346939,2,0.5,64085.447263017355
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Malicious,,65279,80,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Benign,,11,0,,,1,0,88,0,0,icmp,,OTH,,0.0,1.0,0.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-3-1,Muhstik,malicious,CTU-IoT-Malware-Capture-3-1.conn.log.labeled,Malicious,,40954,59353,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
CTU-IoT-Malware-Capture-60-1,Gagfyt,malicious,CTU-IoT-Malware-Capture-60-1.conn.log.labeled,Benign,,62336,3128,,,0,0,0,0,0,tcp,,OTH,^c,0.0,1.0,0.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-34-1,Mirai,malicious,CTU-IoT-Malware-Capture-34-1.conn.log.labeled,Malicious,,65279,80,,,0,0,0,0,0,tcp,,OTH,C,1.0,0.0,1.0,0.0,,0,0.0,
CTU-IoT-Malware-Capture-8-1,Hakai,malicious,CTU-IoT-Malware-Capture-8-1.conn.log.labeled,Malicious,,35640,50,,,1,0,60,0,0,tcp,,S0,S,1.0,0.0,1.0,0.0,,1,1.0,
